user_id,nickname,user_real_nickname,start_date,sum_reply,sum_son_reply,sum_emotion,recent_n_reply,recent_n_deleted,recent_n_emotion,recent_rate_emotion,recent_rate_self_delete,total_reply,heavy
4avWF,kkt3****,린,2016-09-21,411,47,4092,9,0,11,85%,0%,458,0.0
4vJ90,rare****,rar,2016-02-24,"1,319",69,22127,6,0,81,95%,0%,1388,0.0
oCUH,ksks****,kskswon,2013-09-12,54,88,948,0,0,0,0%,0%,142,0.0
1O9B1,paul****,은둔자,2006-06-01,"2,856",215,65012,76,0,382,87%,0%,3071,0.0
3iBRJ,lsy8****,이승영대통령,2008-01-01,146,2,312,14,1,120,96%,7%,148,0.0
7otpK,123l****,123,2019-09-24,204,1,584,5,0,5,100%,0%,205,0.0
4c26S,loha****,로하시안 친구,2011-08-15,50,3,129,0,0,0,0%,0%,53,0.0
4rJUm,gaja****,행복한 사람,2012-08-05,"6,690","5,344",86554,146,3,463,62%,2%,12034,1.0
1T4hB,neom****,용감한삼형제,2008-06-14,"4,981",429,58620,7,0,9,75%,0%,5410,0.0
5z4mM,hpc6****,유랑자,2015-09-26,"1,166",0,3117,0,0,0,0%,0%,1166,0.0
2gj7O,suls****,피비,2006-05-11,520,175,9820,4,0,15,100%,0%,695,0.0
2EujD,nix2****,고폭,2006-04-09,"7,463","2,428",22258,253,0,398,79%,0%,9891,1.0
21H1s,fbi0****,jjang,2020-03-04,"1,080",305,4162,0,0,0,0%,0%,1385,0.0
1NJRk,beju****,유니버셜,2007-09-24,190,36,755,2,0,0,0%,0%,226,0.0
drkD5,llss****,lls,2021-01-19,96,0,437,1,0,0,0%,0%,96,0.0
2e02u,ange****,SAWATARI,2006-08-26,"2,202",218,21426,39,0,20,67%,0%,2420,0.0
2fpra,ktp1****,sasaroum,2018-03-23,"2,522",53,15661,155,0,562,68%,0%,2575,0.0
7MdNh,hhhg****,skbjwjuak,2017-12-28,"14,533",484,50126,209,0,"1,944",70%,0%,15017,1.0
1ovfz,skrs****,주치의,2006-04-07,"2,758",165,20881,5,0,9,82%,0%,2923,0.0
3noKl,gkss****,영일만,2020-08-29,820,0,4007,27,0,56,68%,0%,820,0.0
W2B5,seho****,펭귄곰돌,2013-07-16,682,50,10330,7,0,30,86%,0%,732,0.0
psMz,ysle****,ysl,2007-07-27,"1,167",49,3964,25,6,42,55%,24%,1216,0.0
apDLS,dhhs****,노네임,2018-01-24,"3,289","1,230",27185,98,2,483,66%,2%,4519,0.0
39Zx0,levw****,위메,2007-05-15,33,93,119,2,0,1,100%,0%,126,0.0
3HGED,co_s****,산,2016-11-15,"2,785",261,12853,63,15,172,70%,24%,3046,0.0
2xSo2,h22j****,후후훗,2007-07-31,"1,734",155,7437,42,1,593,72%,2%,1889,0.0
3KeVP,cbs7****,말방수,2021-03-19,458,0,2312,1,0,0,0%,0%,458,0.0
bEbx4,bh12****,장득춘,2021-01-15,128,28,932,15,0,26,81%,0%,156,0.0
G20Y,blue****,파란화면,2006-06-24,"2,399",69,21153,11,0,222,93%,0%,2468,0.0
2KMtU,gun6****,gun6760,2015-02-09,"2,289",173,12542,31,1,219,67%,3%,2462,0.0
1UkS3,kmc7****,kmc720,2006-04-21,"2,849",879,5851,9,0,70,93%,0%,3728,0.0
3nz0M,jik2****,댓글 안돼,2012-12-07,"9,904",28,77720,134,2,"2,209",88%,1%,9932,1.0
1yVts,yg10****,yg1004,2018-09-27,"1,058",0,3882,35,0,86,77%,0%,1058,0.0
2u3lE,khc7****,khc,2019-10-15,"4,399",0,14654,66,0,219,87%,0%,4399,0.0
bNurT,lcb0****,촌놈,2019-04-28,"3,046",34,7744,22,0,24,63%,0%,3080,0.0
2Nxnj,sovi****,응이,2006-06-11,"12,231","3,478",45324,66,0,45,82%,0%,15709,1.0
1QIrk,osh1****,오화석,2016-03-08,"7,721",109,211081,115,3,"1,182",60%,3%,7830,0.0
214zn,blue****,blu,2006-08-09,"2,142",835,28968,13,0,26,50%,0%,2977,0.0
cO2JY,bum9****,bum,2020-06-24,"1,987",143,8027,28,1,333,69%,4%,2130,0.0
a3aZy,tofh****,tof,2019-01-22,253,18,765,8,0,12,80%,0%,271,0.0
1FiHh,drag****,dra,2017-05-10,498,178,5397,2,0,7,70%,0%,676,0.0
d81rd,hell****,염라,2020-09-17,"5,023","2,117",14209,548,13,705,52%,2%,7140,0.0
dXb2,post****,말뚜기,2006-04-18,"2,721",802,56050,12,0,43,88%,0%,3523,0.0
vt6t,kmg7****,물,2012-06-05,18,16,399,0,0,0,0%,0%,34,0.0
8DAB3,6064****,1010009998,2020-08-03,800,212,1279,81,0,198,63%,0%,1012,0.0
2ANkd,go99****,화산바우,2007-09-12,684,19,1007,15,0,9,53%,0%,703,0.0
4zMUA,choi****,인창,2019-06-13,27,0,40,0,0,0,0%,0%,27,0.0
3E8o7,yeda****,예당,2018-10-02,"2,530",109,15521,163,3,810,83%,2%,2639,0.0
180b8,ever****,어제보다 나은 오늘,2012-08-11,"1,266",158,8449,43,0,122,72%,0%,1424,0.0
2xsBX,eddi****,eddie00700,2018-07-21,711,6,1753,0,0,0,0%,0%,717,0.0
4NXqA,hjwh****,dslr7,2014-03-19,"2,195",731,13281,60,0,189,91%,0%,2926,0.0
1IZLc,ksd3****,아프락삭스,2006-05-07,"9,908",409,98694,116,2,320,65%,2%,10317,1.0
lTb8,mysk****,feaiaoisefdsakjfei,2006-05-14,"3,188",185,14065,97,0,157,68%,0%,3373,0.0
jIDz,5651****,565,2008-02-01,"1,083",92,2237,19,1,47,80%,5%,1175,0.0
EbpH,roca****,roca,2016-06-30,"3,533",34,97539,87,0,349,60%,0%,3567,0.0
2vUwC,csdr****,별명 엄따,2012-10-23,"13,182","2,491",86213,322,0,"1,521",81%,0%,15673,1.0
ikdZ,pnuc****,숲과나무,2008-07-22,"6,587",442,66739,134,0,519,89%,0%,7029,0.0
ctNeV,wsy9****,wsy,2020-02-22,"4,294",3,9454,84,0,152,76%,0%,4297,0.0
2MQkY,joon****,이공,2007-05-12,"1,630",798,11334,1,0,0,0%,0%,2428,0.0
iJyJ,jk71****,최강샘,2014-11-15,566,14,3025,1,0,0,0%,0%,580,0.0
5lVdT,jjh9****,juhooo,2018-08-29,53,1,181,0,0,0,0%,0%,54,0.0
EtVe,bark****,금정이,2013-07-05,"3,659",192,36437,22,4,20,65%,18%,3851,0.0
68GlH,rigi****,rig,2014-02-06,"1,512",37,6867,19,1,81,89%,5%,1549,0.0
1Rb44,magi****,송암,2016-12-02,280,6,546,10,1,20,87%,10%,286,0.0
1kVnZ,chw0****,용재,2012-05-22,"2,048",444,8777,34,2,25,34%,6%,2492,0.0
vtL6,won2****,펭귄,2013-05-07,"4,398",292,21937,0,0,0,0%,0%,4690,0.0
1O0lV,jhyo****,느림보,2006-08-17,"2,788",33,6066,3,0,1,100%,0%,2821,0.0
1Jcxq,car1****,car,2008-10-19,"1,825",4,1589,123,0,61,64%,0%,1829,0.0
1VExU,lyk2****,lyk2007,2009-12-17,"17,642",135,89680,312,1,547,81%,0%,17777,1.0
6giLh,yool****,yoo,2018-11-27,35,0,7,0,0,0,0%,0%,35,0.0
6YBzy,rlaq****,rla,2017-05-23,682,418,7922,6,0,0,0%,0%,1100,0.0
4CZWv,song****,그리매,2015-05-16,"1,045",117,5910,2,0,2,50%,0%,1162,0.0
3JDJK,kihh****,kih,2018-03-01,557,38,1244,1,0,0,0%,0%,595,0.0
4FRzE,jhl2****,이중현,2016-01-18,"10,371",1,39182,10,0,33,52%,0%,10372,1.0
47k1I,aura****,따라가기,2013-04-10,997,68,4439,2,0,3,100%,0%,1065,0.0
1DlG2,blac****,구름나그네,2014-09-20,448,1,2216,11,0,19,79%,0%,449,0.0
2sHxO,gang****,gangmi7,2006-12-03,489,467,1864,3,0,16,89%,0%,956,0.0
oVcb,skyn****,Gomi,2012-08-15,932,172,4021,8,1,4,9%,13%,1104,0.0
34rES,inov****,바람잎새,2007-11-11,"1,192","1,174",11430,5,0,7,100%,0%,2366,0.0
1v2S6,inhw****,why,2016-10-05,"1,095",487,2834,53,0,64,88%,0%,1582,0.0
ctblk,varm****,var,2020-02-18,"5,566",549,26254,29,0,78,82%,0%,6115,0.0
2GYpu,aval****,avalon97,2014-11-23,"7,533",254,56004,125,2,343,50%,2%,7787,0.0
25piZ,mooj****,주사랑,2008-01-09,"12,468",611,65454,85,0,268,87%,0%,13079,1.0
1zgTa,ktw7****,와니,2017-11-14,"2,511",443,21153,81,0,417,61%,0%,2954,0.0
1XsyB,yjle****,yjlee4006,2019-08-23,"1,102",3,3223,0,0,0,0%,0%,1105,0.0
D5dV,hass****,hasselll,2017-06-08,11,4,15,0,0,0,0%,0%,15,0.0
2OGB7,osis****,osiso001,2018-06-22,"7,194",81,14482,127,0,227,78%,0%,7275,0.0
89qtp,kppr****,박상민,2016-04-17,"4,408","1,251",35000,91,3,54,39%,3%,5659,0.0
7Cup2,nana****,인생은 실전이다,2015-10-26,"1,385",271,7240,7,1,23,66%,14%,1656,0.0
2V0XQ,suho****,suhoi38,2006-09-25,301,15,5398,3,0,123,95%,0%,316,0.0
2DH1c,stra****,stra,2007-01-27,"5,969","1,944",32261,277,0,880,70%,0%,7913,0.0
3EAAr,cris****,피케홀릭,2012-07-05,424,181,1277,0,0,0,0%,0%,605,0.0
62Rsl,3rd_****,3rd,2014-09-01,431,214,3093,1,0,15,83%,0%,645,0.0
2bBdx,h316****,201570000,2006-08-17,"1,778",47,15988,11,0,222,93%,0%,1825,0.0
1268F,dorn****,애니왕,2008-08-16,"1,976",54,27743,48,0,39,60%,0%,2030,0.0
aZjY1,uidu****,엘리야,2018-07-13,50,5,535,1,0,5,83%,0%,55,0.0
1XEb2,junm****,300프로,2007-06-07,"12,523","2,792",64199,250,0,533,68%,0%,15315,1.0
1IXhp,op90****,지앤미,2017-12-29,8,4,46,0,0,0,0%,0%,12,0.0
1xwHZ,kich****,kic,2006-05-25,"3,982","2,145",25465,8,0,4,57%,0%,6127,0.0
3fwgw,izar****,B2H6,2007-08-05,"2,348",385,12632,21,0,11,69%,0%,2733,0.0
1Kkld,dael****,하얀종이,2006-08-27,357,80,858,0,0,0,0%,0%,437,0.0
dp8re,max9****,max,2021-01-13,449,12,1651,19,0,741,94%,0%,461,0.0
2K6mD,sikc****,아네모네,2006-12-26,365,33,2696,1,0,4,100%,0%,398,0.0
15F7C,gs89****,곡차,2006-05-06,"11,287","1,038",136365,5,0,7,70%,0%,12325,1.0
19mEL,wind****,바람,2016-03-01,"3,642","1,489",17480,31,0,488,63%,0%,5131,0.0
3UIGD,gjxp****,gjx,2017-06-26,11,0,13,0,0,0,0%,0%,11,0.0
5xoiV,onyx****,아살,2016-08-09,110,3,148,0,0,0,0%,0%,113,0.0
TCzc,psy6****,psy681021,2016-10-02,"1,675",259,5542,29,1,45,54%,3%,1934,0.0
1j6k1,kkc2****,퍼주리,2007-01-05,743,306,1860,11,0,11,73%,0%,1049,0.0
HPZm,love****,lovedogy11,2007-09-23,466,213,2779,11,0,14,67%,0%,679,0.0
bsUFo,stor****,DD,2018-12-14,"1,201","1,695",16773,11,0,3,100%,0%,2896,0.0
7ldss,wjfa****,젊은이,2015-08-05,"5,719",437,94302,14,0,25,74%,0%,6156,0.0
3zOmH,mica****,정의로운,2008-07-31,"9,206","4,017",36831,1,0,3,100%,0%,13223,1.0
9Id0q,rlag****,푸른하늘으은하수,2017-07-19,"1,509",368,4573,84,0,194,56%,0%,1877,0.0
2clDm,hht0****,달밤,2006-04-25,"3,384",358,8679,35,0,368,71%,0%,3742,0.0
2Yx9c,orar****,멸공,2006-11-10,"17,639","7,083",93168,284,3,"1,425",79%,1%,24722,1.0
1Swh9,gaoa****,똘이코,2006-06-20,"6,964","2,247",60603,135,2,763,89%,1%,9211,0.0
1zEtx,koda****,메구다,2008-03-19,"4,615",249,25278,137,0,230,76%,0%,4864,0.0
7MaWw,lala****,라라라,2020-05-26,"4,896",57,22117,151,8,348,71%,5%,4953,0.0
gklK,gis0****,KEVIN JUNG,2006-04-21,"4,359",965,44349,9,0,18,90%,0%,5324,0.0
cSFPX,hoji****,westjune,2020-07-01,"1,293",17,2110,6,0,12,75%,0%,1310,0.0
RaJz,cool****,coo,2008-06-19,"2,866","1,796",32750,13,1,30,71%,8%,4662,0.0
1VtPa,kimt****,시카고,2014-09-09,"16,427","10,444",118971,363,0,"3,889",77%,0%,26871,1.0
a5fCU,biok****,고래,2017-09-22,"5,516",11,12332,137,3,233,68%,2%,5527,0.0
2TGHM,cyon****,서쪽하늘,2007-05-18,"11,481","1,756",93090,334,0,957,78%,0%,13237,1.0
4LZgM,h_se****,baram,2012-05-25,"9,842","1,548",127600,76,4,154,78%,5%,11390,1.0
HuPS,mizm****,한새녘,2017-09-18,"5,113",401,31452,15,0,34,77%,0%,5514,0.0
1GdhG,taiy****,느티나무소년,2007-01-10,"3,097",400,19931,92,4,209,66%,4%,3497,0.0
Ka9P,anji****,보고싶다,2008-07-15,"2,093",340,25805,86,0,430,84%,0%,2433,0.0
8EUlz,wer1****,rladusdkchlrh,2016-09-23,"4,566","2,512",33161,38,0,94,64%,0%,7078,0.0
2ZU9W,wwwj****,800억,2007-01-04,"3,007","1,536",38603,25,1,60,69%,4%,4543,0.0
Q9Tm,7909****,790,2018-02-21,452,455,1845,0,0,0,0%,0%,907,0.0
3Jwg5,a032****,Lee,2009-03-05,"1,392",11,3835,32,0,39,68%,0%,1403,0.0
cM05W,wo54****,wo5,2020-05-25,495,20,1513,24,0,23,46%,0%,515,0.0
1Be3k,dori****,아무개,2006-05-16,"14,766","1,042",162798,179,5,"2,241",96%,3%,15808,1.0
2UbzF,jw10****,jw10302000,2013-07-25,75,0,113,0,0,0,0%,0%,75,0.0
2YvPI,nmw9****,nmw,2012-03-17,220,23,1083,1,0,0,0%,0%,243,0.0
dAajR,hibt****,hib,2021-03-04,465,178,759,12,1,8,73%,8%,643,0.0
4c3HT,kjrc****,kjr,2016-03-02,268,45,1490,0,0,0,0%,0%,313,0.0
43p2Q,es00****,야무,2011-11-25,"4,105",30,35945,71,0,284,80%,0%,4135,0.0
jTF2,rkds****,눈썹도사,2015-11-16,692,32,8766,191,4,"1,052",73%,2%,724,0.0
13AQO,h3go****,아롱,2013-11-21,169,3,478,7,0,4,67%,0%,172,0.0
VzWM,wlsd****,사탕발린용우니,2014-09-23,606,43,1408,0,0,0,0%,0%,649,0.0
3yCfg,qetu****,봉투,2014-06-26,"4,845","1,827",42813,12,1,87,80%,8%,6672,0.0
bxOVr,tbvj****,이종훈,2019-03-19,"2,459",1,4517,17,0,51,88%,0%,2460,0.0
2OszS,gorr****,gor,2017-03-20,"2,655",239,4877,32,0,79,63%,0%,2894,0.0
1IU7m,dang****,라면,2006-06-01,"3,653","1,301",25156,114,0,345,90%,0%,4954,0.0
2Z8wQ,tais****,tai,2007-01-01,"1,437",485,12717,4,0,10,91%,0%,1922,0.0
I1uP,cjdd****,하이하이하이,2006-11-16,"1,017",265,6758,16,0,29,74%,0%,1282,0.0
VtrY,bsun****,하쿠나마타타,2013-12-09,963,70,2932,33,2,69,78%,6%,1033,0.0
2Z6DU,jsh5****,jsh,2008-01-11,"2,444",0,8336,46,0,378,92%,0%,2444,0.0
UbEb,kmab****,히어로,2006-08-19,"1,054",97,3891,47,12,98,94%,26%,1151,0.0
4mcss,qmzp****,qmz,2018-01-27,"1,658",386,9080,196,2,564,43%,1%,2044,0.0
rSb4,i3om****,봄비,2006-06-23,856,582,6289,0,0,0,0%,0%,1438,0.0
5f9uG,mool****,곰돌이,2017-05-11,"1,091",266,8911,1,0,1,100%,0%,1357,0.0
1tGb7,ibj1****,ibj,2017-07-13,712,6,3196,40,1,124,86%,3%,718,0.0
3TWYk,bald****,양기철,2018-04-17,119,22,225,3,1,0,0%,33%,141,0.0
n4gG,iimp****,iim,2012-05-10,"2,024",224,10823,19,0,446,90%,0%,2248,0.0
4RLro,sk11****,6907,2015-05-24,"4,843",170,27431,147,30,837,92%,20%,5013,0.0
Wy0w,dykw****,스카이,2015-05-24,"4,893","2,033",24575,106,4,181,66%,4%,6926,0.0
1X9rw,rkfa****,승승,2015-03-06,"2,336",760,14119,27,0,58,82%,0%,3096,0.0
gAyN,cmk5****,cmk,2008-12-08,957,"1,014",4642,5,0,13,87%,0%,1971,0.0
1mzz0,gagg****,정신나간애들천지,2007-01-07,"3,163","1,189",12310,76,2,81,79%,3%,4352,0.0
3vgYs,kbkk****,킹,2015-11-22,750,31,4613,17,1,13,54%,6%,781,0.0
4woqV,smar****,건현아빠,2021-12-12,41,0,153,1,0,0,0%,0%,41,0.0
UYPk,hann****,hann305,2013-09-25,"6,763",403,42111,216,5,534,81%,2%,7166,0.0
2KVqm,dbdy****,dbd,2019-10-06,"1,189",14,3440,15,0,25,47%,0%,1203,0.0
8QmTb,luxs****,블레싱장,2016-11-21,"10,547",179,64369,133,3,712,84%,2%,10726,1.0
29v1M,cska****,cskang12,2019-06-07,996,3,3295,12,0,18,82%,0%,999,0.0
5nbJT,lsk9****,zxasqw,2013-01-08,916,882,7685,60,2,63,84%,3%,1798,0.0
1rgnh,sid1****,이시영,2014-02-12,"1,358",25,4336,57,0,101,70%,0%,1383,0.0
3ukVL,plus****,pluslee,2018-04-28,"3,806",41,24367,45,0,171,74%,0%,3847,0.0
M6NP,baey****,라뀨라뀨,2007-06-06,"3,479","3,624",25888,27,0,72,88%,0%,7103,0.0
2Bx4y,taes****,용사맨,2014-10-27,612,104,10171,1,0,6,67%,0%,716,0.0
wN5z,bara****,bar,2006-04-07,"1,679",21,4116,20,1,19,66%,5%,1700,0.0
4DvuS,bigt****,담백한삶,2012-09-07,"7,235","1,880",119527,18,0,180,94%,0%,9115,0.0
HwcB,am66****,am6,2015-04-05,"4,088",391,20514,45,4,125,51%,9%,4479,0.0
1LWwc,gofo****,금정산,2014-01-01,"1,896",136,13093,26,0,34,83%,0%,2032,0.0
3E9vU,drma****,drm,2009-05-01,918,"1,113",6015,13,0,4,80%,0%,2031,0.0
1wuFr,yhki****,라안,2006-10-10,"5,065","1,476",49700,115,1,483,65%,1%,6541,0.0
2wMAR,park****,마우스로,2006-06-29,614,605,7426,1,0,1,50%,0%,1219,0.0
5d9zw,gsch****,자이언트한,2013-07-12,"3,261",312,15315,66,0,72,85%,0%,3573,0.0
ucPG,gddv****,gddvip,2016-02-24,134,38,292,2,0,1,100%,0%,172,0.0
2DdaA,chuu****,추나,2006-06-18,58,5,191,0,0,0,0%,0%,63,0.0
3eqcy,ypmc****,ypm,2020-03-12,172,25,489,16,0,262,71%,0%,197,0.0
1usQ3,pghg****,pgh,2015-04-30,572,79,2483,3,0,3,50%,0%,651,0.0
2UzfJ,nmk1****,산그림자,2012-04-04,"11,273","1,636",63891,333,3,"1,719",83%,1%,12909,1.0
grdC,ascg****,그니,2006-04-09,"7,098",419,53031,126,2,490,87%,2%,7517,0.0
1AdVU,bear****,bearjsm123,2007-08-15,"2,970",201,35705,16,0,25,69%,0%,3171,0.0
35Dmp,whgu****,IlIllIllI,2008-06-14,"16,633","4,399",102846,314,4,"1,139",89%,1%,21032,1.0
3eJIQ,por0****,희망,2018-05-01,"2,050",583,10715,100,3,344,82%,3%,2633,0.0
1PXzu,umi7****,한비광,2006-07-03,27,3,153,0,0,0,0%,0%,30,0.0
l48R,yh98****,박민호,2014-04-30,"2,202",986,73425,18,18,70,96%,100%,3188,0.0
1mdoe,stro****,최강조교,2016-04-17,519,33,1888,4,0,5,63%,0%,552,0.0
3ZfFX,kkd6****,하늘님,2012-09-27,"5,327",461,33897,137,14,253,61%,10%,5788,0.0
2VRYZ,susa****,이수,2015-05-15,"1,617",229,7714,11,1,14,82%,9%,1846,0.0
Nc5L,wnsl****,TltvkfRj,2015-11-04,"1,008",20,4880,73,0,56,64%,0%,1028,0.0
3ThUE,juho****,쭈쭈,2017-06-17,"2,597",0,8707,21,0,114,77%,0%,2597,0.0
22Rcn,chay****,외계인,2006-11-10,"5,811","1,524",41364,66,0,81,25%,0%,7335,0.0
3KKe9,such****,suchong2,2013-06-02,350,127,2682,12,0,15,63%,0%,477,0.0
5rzH7,hear****,hea,2013-10-04,"5,220",7,17392,93,7,143,64%,8%,5227,0.0
5yby8,atta****,따뜻한봄날,2013-04-02,"6,522",1,28763,181,0,756,77%,0%,6523,0.0
4Pfqf,muri****,mur,2012-02-15,"20,056","8,790",180936,170,1,526,81%,1%,28846,1.0
2rjwj,pino****,부러우면지는거다,2006-04-27,"14,227","3,591",79790,285,11,431,71%,4%,17818,1.0
6vGD8,sins****,캬캬캬캬,2015-02-10,"1,567",294,5298,35,0,171,90%,0%,1861,0.0
434ZA,jjay****,짱구드라이버,2012-11-05,348,60,2647,0,0,0,0%,0%,408,0.0
122m8,9005****,Kim,2013-09-26,"1,761",276,13604,25,0,66,77%,0%,2037,0.0
4BJMd,pkw6****,pkw,2019-08-03,389,0,829,0,0,0,0%,0%,389,0.0
2CK3g,lydy****,푸른바람,2017-10-24,"3,780",24,30133,38,0,212,90%,0%,3804,0.0
5gLp3,tooi****,too,2015-12-28,"7,264",432,55972,22,0,116,77%,0%,7696,0.0
8mNxG,ayn0****,mot1,2017-05-12,"1,986",19,5063,20,0,236,91%,0%,2005,0.0
xlHT,jk25****,jk2595,2014-12-12,"1,803",49,12946,130,1,523,82%,1%,1852,0.0
1KgDM,fool****,fool,2007-10-22,"8,181",57,24873,357,11,"1,176",77%,3%,8238,0.0
bo7Xq,obam****,조맹덕,2020-11-02,108,2,89,0,0,0,0%,0%,110,0.0
4tb2y,hyxi****,hyx,2017-11-24,"3,669","1,555",32610,106,3,603,87%,3%,5224,0.0
25dM4,lch4****,lch4297,2006-07-05,"2,436",122,20699,88,11,334,72%,13%,2558,0.0
2CQd7,obea****,오빠,2017-04-29,"1,685",144,8890,182,25,"1,268",78%,14%,1829,0.0
2jVKq,fory****,for,2021-12-23,45,36,166,0,0,0,0%,0%,81,0.0
3lNLW,wbs_****,올해는 다르다,2013-11-21,875,171,11585,0,0,0,0%,0%,1046,0.0
pa5P,solo****,카리,2006-05-08,"3,146",125,21978,8,0,43,96%,0%,3271,0.0
1mmw5,star****,star2124,2015-09-23,"1,462",1,5332,22,0,61,84%,0%,1463,0.0
1BAj9,kimm****,왕차우,2007-05-19,"7,255",508,44197,162,0,513,70%,0%,7763,0.0
2dZZJ,daej****,토리아드,2007-08-04,760,109,2547,24,0,72,79%,0%,869,0.0
3Kq72,cvcv****,Valconii,2009-03-05,"2,597","1,087",26467,182,29,380,64%,16%,3684,0.0
2ZxJc,pkmn****,pkm,2008-12-27,201,185,1471,5,0,6,67%,0%,386,0.0
PW5p,tjdd****,핫핫핫,2006-06-23,"13,986","3,550",113840,135,0,171,67%,0%,17536,1.0
1s53z,k323****,천상천하,2012-09-24,634,182,467,21,0,3,100%,0%,816,0.0
38jHN,lema****,lemangel,2013-08-14,"1,417",186,5967,4,0,2,100%,0%,1603,0.0
35dtm,semi****,반백수,2013-09-29,"10,173","1,770",56492,311,3,942,83%,1%,11943,1.0
1Jivi,fox7****,fox,2014-09-09,290,233,798,56,1,77,72%,2%,523,0.0
9fcaA,ark6****,ark,2018-11-04,"1,769","1,213",8208,1,0,0,0%,0%,2982,0.0
jRCE,www4****,스라빠,2016-09-13,25,18,596,0,0,0,0%,0%,43,0.0
2HzOj,july****,jul,2007-06-19,"1,010",124,8656,24,0,18,82%,0%,1134,0.0
5xWCG,joni****,jon,2013-07-09,746,138,12350,2,0,1,100%,0%,884,0.0
e2Dr8,tlsf****,이얏,2021-11-16,"1,038",21,4098,68,1,112,52%,1%,1059,0.0
21gly,mino****,민호야뭐해,2006-05-23,"3,353",824,57162,40,0,243,92%,0%,4177,0.0
DsmS,jini****,찌니,2016-11-10,674,46,4723,0,0,0,0%,0%,720,0.0
5lecw,kfx2****,자유와사랑,2015-07-06,"2,155",3,10991,92,0,475,63%,0%,2158,0.0
39gnn,ysyo****,ysyoon0225,2021-01-05,937,0,716,108,0,46,63%,0%,937,0.0
udHF,olon****,대박이,2015-01-19,"2,563",737,18135,16,0,22,63%,0%,3300,0.0
2Rwpu,sera****,민현준맘,2015-03-12,"1,188",42,3441,28,0,107,89%,0%,1230,0.0
3MfSB,mosa****,mosasa3,2016-11-19,"7,446",305,32397,0,0,0,0%,0%,7751,0.0
1AePO,gent****,gen,2016-04-27,"2,426",463,7136,120,8,225,76%,7%,2889,0.0
2V9cJ,yshl****,그리운바람,2007-01-08,"15,565","6,604",59365,120,1,124,48%,1%,22169,1.0
RTRY,siva****,환이,2007-11-16,"1,872",206,14229,44,0,80,93%,0%,2078,0.0
2opKu,wooc****,khan16,2016-10-04,"1,649",36,5763,61,2,188,78%,3%,1685,0.0
2iEun,lees****,크로와상,2012-12-10,"3,371","4,142",70863,31,5,672,93%,16%,7513,0.0
2ik8N,hoon****,k1,2017-08-19,"4,058",710,16862,138,2,758,93%,1%,4768,0.0
9thAA,jimm****,지미스,2018-03-16,118,33,329,4,1,5,83%,25%,151,0.0
c2wzN,hyan****,hya,2020-11-08,"5,836",1,28797,190,0,873,69%,0%,5837,0.0
1o764,zxcb****,씨앗을 뿌리는 농부,2006-04-10,"11,036","3,657",108364,84,5,370,67%,6%,14693,1.0
2cgp6,alst****,als,2013-08-30,"1,350",188,4950,102,0,149,78%,0%,1538,0.0
Tobe,pjy9****,pjy,2008-12-31,583,132,21394,16,0,10,83%,0%,715,0.0
3B7eN,maha****,느티나무,2015-11-07,833,94,10735,0,0,0,0%,0%,927,0.0
2rPLP,oksk****,주님의파수꾼,2006-08-19,"4,354","2,745",26578,11,0,14,67%,0%,7099,0.0
1oIn0,zzin****,류광덕,2018-03-02,272,1,3299,0,0,0,0%,0%,273,0.0
3wjfe,hjs8****,hjs88977,2020-08-29,359,24,1069,15,0,28,52%,0%,383,0.0
cyrz,seom****,sunrise,2019-09-09,"2,476",33,8354,53,2,97,43%,4%,2509,0.0
2wM8H,skrl****,천지인,2009-02-09,"1,509",261,5910,101,0,553,60%,0%,1770,0.0
2X3Bs,hako****,바르가프,2006-11-10,"8,072","1,609",37805,34,1,60,95%,3%,9681,1.0
8QiRK,jisa****,지상,2016-11-06,141,20,4294,0,0,0,0%,0%,161,0.0
4kcjz,gosa****,무사,2017-06-03,"5,873",515,26197,72,0,192,72%,0%,6388,0.0
3Do9l,gnsl****,유유자적,2013-10-20,361,97,2519,0,0,0,0%,0%,458,0.0
3j5j9,mira****,시간 자유,2013-08-03,"2,387",118,13171,69,1,171,73%,1%,2505,0.0
1ppN,neit****,neitzsche,2009-10-28,734,184,4803,3,0,2,100%,0%,918,0.0
1Yj5i,cyd0****,cyd,2020-11-01,"1,909",385,9454,50,1,399,74%,2%,2294,0.0
2ysTH,o22h****,아트,2016-12-01,"1,552",10,7011,20,0,30,83%,0%,1562,0.0
OxKQ,hdnm****,hdn,2016-10-29,"1,669",91,9196,25,0,174,74%,0%,1760,0.0
4lPy2,ldgl****,남북전단,2014-01-08,"1,566","1,273",4666,20,1,26,76%,5%,2839,0.0
3UZE,unit****,uni,2012-07-17,665,52,4551,13,0,12,67%,0%,717,0.0
1PkSH,pjka****,pjk,2006-06-09,"1,843",92,6296,18,0,79,96%,0%,1935,0.0
2hIgm,samo****,love,2007-06-02,777,75,2574,4,0,6,86%,0%,852,0.0
UX9O,skyz****,노을,2014-11-11,17,1,18,0,0,0,0%,0%,18,0.0
4suzd,houn****,행복왕전도사,2014-02-11,12,1,39,0,0,0,0%,0%,13,0.0
Us47,gudg****,부산갈매기,2013-07-20,"6,076",30,32414,119,0,521,83%,0%,6106,0.0
23cWN,susu****,susungde,2008-06-13,"6,447",673,27088,94,2,"2,091",90%,2%,7120,0.0
