user_id,nickname,user_real_nickname,start_date,sum_reply,sum_son_reply,sum_emotion,recent_n_reply,recent_n_deleted,recent_n_emotion,recent_rate_emotion,recent_rate_self_delete,total_reply,heavy
2yr7s,ljs1****,ljs1004ypc,2013-10-08,"4,502","2,723",25185,77,2,139,72%,3%,7225,0.0
1Ea7l,kdsi****,신선,2013-12-16,"5,088",442,33510,167,3,587,88%,2%,5530,0.0
8zu13,luk2****,luk,2016-10-16,"1,113",28,9508,46,26,60,58%,57%,1141,0.0
z5ks,ssam****,불꽃처럼,2006-10-18,"1,191",168,5492,1,0,0,0%,0%,1359,0.0
55rtZ,kimj****,하늘별빛,2017-10-09,"1,296",1,8139,6,0,28,88%,0%,1297,0.0
37DCy,hsjm****,mutull,2014-02-15,"3,152",5,8929,0,0,0,0%,0%,3157,0.0
6NlhR,wkdh****,wkd,2017-01-21,"1,567",16,10038,1,0,0,0%,0%,1583,0.0
ks9Y,joel****,joe,2014-01-03,861,45,3218,10,0,19,76%,0%,906,0.0
47S6z,jjb7****,맥주병,2015-05-12,"4,422",22,16779,88,11,310,92%,13%,4444,0.0
7LiCU,khg4****,Suamgol Bear,2016-01-27,213,36,722,5,1,0,0%,20%,249,0.0
1YcM9,jwch****,푸른바다,2006-04-08,"5,809",347,49934,117,1,707,94%,1%,6156,0.0
2Mr5o,ahna****,푸른하늘,2020-02-12,"1,415",220,6543,47,0,106,76%,0%,1635,0.0
4KJps,mazu****,maz,2018-01-20,"2,975","1,573",28981,207,3,"3,168",96%,1%,4548,0.0
23JO6,tank****,부산미소하나,2018-07-04,"8,438","2,640",30528,168,0,609,86%,0%,11078,1.0
1VlZr,gnpa****,기지개,2007-05-24,"9,328","2,710",51365,56,0,105,55%,0%,12038,1.0
24RIJ,sony****,son,2019-02-28,"10,495",542,135250,131,1,"1,003",83%,1%,11037,1.0
1oLly,sm20****,sm20050,2007-07-16,"8,281",540,49387,121,0,428,81%,0%,8821,0.0
233QF,car6****,푸른하늘 보고싶다,2019-03-26,"3,362",24,10792,117,0,313,85%,0%,3386,0.0
1PrJU,wkal****,키키더미,2018-01-02,"7,217","3,710",23638,180,0,477,81%,0%,10927,1.0
lvAp,namh****,nam,2006-05-18,"11,513","1,514",73374,238,1,"1,994",84%,0%,13027,1.0
1eujm,djko****,djko70,2013-01-09,505,27,3027,14,0,35,97%,0%,532,0.0
13Zsh,soul****,안함,2012-09-03,"4,143",714,31730,122,0,"1,502",90%,0%,4857,0.0
1t6Ir,anni****,ann,2016-08-23,"1,808",137,15523,49,1,181,63%,2%,1945,0.0
jADQ,heym****,heymryim,2012-08-15,"1,694",254,6514,19,2,51,74%,11%,1948,0.0
6bA3g,amox****,아름다운조정,2014-04-25,"6,678",86,27751,176,2,429,79%,1%,6764,0.0
roJn,sig7****,배려,2006-05-23,675,1,4311,81,1,168,72%,1%,676,0.0
3iT6E,k001****,참조은프롭테크,2013-10-23,"4,094",48,29719,37,0,139,48%,0%,4142,0.0
4lR7M,qz79****,qz7,2020-12-18,"1,135",10,9915,49,8,366,93%,16%,1145,0.0
2bOq,nam1****,젊은순수,2007-03-27,"14,324","2,961",140368,121,3,735,84%,2%,17285,1.0
272F5,kenl****,플러스,2019-02-26,"5,186",6,35230,73,0,213,72%,0%,5192,0.0
3IzVa,save****,다꼬르,2010-07-07,"7,409",267,79948,28,0,67,74%,0%,7676,0.0
3qVZC,hek2****,삼인지행필유아사,2012-12-05,613,21,28962,0,0,0,0%,0%,634,0.0
2EOsf,dlrk****,dlrkdmfdp,2016-01-05,"9,574",69,46734,226,0,988,88%,0%,9643,1.0
2kKY7,choy****,조용주,2014-08-28,301,218,2073,1,0,2,50%,0%,519,0.0
1CusD,canv****,미술사랑,2016-07-21,956,29,4338,3,0,2,67%,0%,985,0.0
3YIWg,kjyk****,ahffk,2012-06-24,"2,741","4,272",7976,292,0,309,58%,0%,7013,0.0
9oWYG,mio0****,so cool,2018-08-30,"3,278",571,11907,13,0,14,41%,0%,3849,0.0
IBva,lsb1****,구름 나그네,2012-09-27,388,0,1412,2,0,1,100%,0%,388,0.0
7dKeo,daes****,언제나꿈,2016-08-19,"12,291",416,41692,421,2,"1,058",63%,0%,12707,1.0
iXrC,1004****,1004marykay,2016-09-18,758,28,2727,11,0,367,98%,0%,786,0.0
27gga,jcr8****,심온,2016-02-08,"2,931",146,9072,24,0,85,94%,0%,3077,0.0
2xMLu,milr****,milrano98,2008-04-11,"1,972",73,12274,114,9,"1,214",89%,8%,2045,0.0
1JFeQ,mk87****,바다사랑,2006-07-11,"13,935","10,920",135524,799,15,"4,580",78%,2%,24855,1.0
cOgtc,qqaa****,qqa,2020-06-05,"7,029",9,32150,262,0,"1,087",82%,0%,7038,0.0
7OUnZ,somd****,som,2017-04-03,"14,363","1,551",91541,131,2,441,73%,2%,15914,1.0
X0NS,delt****,봄바람,2009-12-24,"2,849",809,23472,60,0,119,78%,0%,3658,0.0
e0ZKc,yoon****,윤프로,2021-08-09,"2,325",71,9200,132,0,618,82%,0%,2396,0.0
w2eo,zmff****,꺽지,2006-09-13,918,95,4041,6,0,3,60%,0%,1013,0.0
97gO4,kidd****,PLADENIN,2019-04-12,868,868,3068,85,14,157,76%,16%,1736,0.0
vnCd,pipe****,맥베스,2007-01-09,"10,716",81,75613,138,1,380,72%,1%,10797,1.0
D4lD,iope****,이젠,2006-04-27,410,6,4447,0,0,0,0%,0%,416,0.0
2OmUf,yhs6****,탁배기한잔,2008-06-09,"25,988","11,101",252279,491,2,"5,060",84%,0%,37089,1.0
CsAo,belo****,새로운 출발,2006-04-19,"2,854",6,10762,42,0,64,68%,0%,2860,0.0
2eW4L,lees****,Dionysos,2019-06-24,"4,545",58,31811,332,4,"1,072",83%,1%,4603,0.0
14Ggy,love****,loven11,2008-07-30,775,74,5789,16,0,41,93%,0%,849,0.0
2CK3g,lydy****,푸른바람,2017-10-24,"3,784",24,30147,42,0,226,90%,0%,3808,0.0
6JqOp,k730****,김신,2015-11-14,"3,554",347,5218,242,0,247,77%,0%,3901,0.0
2MtO8,saku****,프리즈너,2008-08-28,"2,732",499,8144,97,0,245,86%,0%,3231,0.0
ntqE,myja****,베이글,2008-04-29,"2,805",256,16691,7,0,9,75%,0%,3061,0.0
FmU6,sera****,seran92,2006-06-15,"4,121","3,352",66843,35,0,128,75%,0%,7473,0.0
8Vo2C,jbd0****,jbd,2016-12-10,"3,509",40,15744,29,0,55,63%,0%,3549,0.0
k8pg,pago****,pagong00,2006-05-30,"9,022",58,24073,142,0,480,83%,0%,9080,0.0
59q1s,ycs3****,ycs,2020-02-20,"1,053",14,4484,0,0,0,0%,0%,1067,0.0
1Rojn,skda****,멋진사람들,2006-10-15,"7,251",821,33741,240,21,595,43%,9%,8072,0.0
1AMCS,love****,love7977n,2015-10-22,"5,792",537,48650,4,1,14,64%,25%,6329,0.0
61Y9V,nk36****,123123,2018-09-07,813,86,1013,33,0,22,65%,0%,899,0.0
3bXS7,kwan****,kwanzo,2008-02-17,"4,032",269,17670,158,0,585,86%,0%,4301,0.0
17geV,bobb****,bobbi0313,2014-01-21,"4,083","1,764",12395,9,0,96,96%,0%,5847,0.0
1jzdI,hkch****,쿵따리,2006-11-14,"17,024","3,475",179645,147,0,958,90%,0%,20499,1.0
2IpAl,kjp2****,kjp,2013-11-07,"3,707","1,472",31154,9,0,27,100%,0%,5179,0.0
570o2,ljk6****,궁리tennis,2017-01-08,"6,000","1,207",17908,82,0,208,84%,0%,7207,0.0
2od8S,sd50****,sd5,2013-05-29,"1,191",148,8666,1,0,1,100%,0%,1339,0.0
2Ci4E,pico****,구우피이,2007-03-05,"2,087",114,5471,1,0,0,0%,0%,2201,0.0
QOOV,59mo****,59m,2020-02-27,"4,135","1,778",15432,129,0,258,87%,0%,5913,0.0
3bfHR,hhoo****,월드버핏,2017-03-01,"9,663","1,702",38551,276,1,"1,230",84%,0%,11365,1.0
n03R,girc****,항상,2006-04-12,"7,122","3,487",65455,98,1,289,88%,1%,10609,1.0
8gawS,shin****,Jo,2019-07-12,"7,478",614,38209,235,3,587,49%,1%,8092,0.0
44RbD,ssna****,밝은세상,2012-12-16,"9,252",878,57064,102,1,279,78%,1%,10130,1.0
1q3WX,inte****,평화,2006-09-22,"9,734","2,631",165781,124,0,"1,823",89%,0%,12365,1.0
7JQ1,gogo****,spoon,2015-06-16,"5,470",413,25728,93,1,263,93%,1%,5883,0.0
1m7Ip,yona****,yona,2006-06-16,"1,609",1,6880,295,1,663,51%,0%,1610,0.0
YVvc,kby5****,poohoo1004,2016-01-05,"3,402",12,14700,164,1,652,78%,1%,3414,0.0
3gfL7,chs9****,chs,2015-02-28,"5,100",627,16558,0,0,0,0%,0%,5727,0.0
24WKd,dhwk****,dhwkr77,2009-11-02,"2,059",799,22356,170,0,"2,089",76%,0%,2858,0.0
kTjc,kimh****,kim,2014-08-28,"4,060",108,15945,258,53,557,66%,21%,4168,0.0
2iz7k,dd48****,dd4,2012-06-10,"2,651",125,15103,5,0,1,100%,0%,2776,0.0
1zuXe,afo1****,Kkkk,2013-02-28,"6,078","2,221",30850,61,1,191,88%,2%,8299,0.0
5fjjf,arum****,아름,2015-01-20,"4,669",77,16195,53,0,171,85%,0%,4746,0.0
1aiqd,lee2****,나다,2015-07-21,"23,206","6,847",60684,494,31,"1,571",85%,6%,30053,1.0
4eHhk,1004****,Timeheals,2013-08-16,"5,089",89,27958,67,0,161,69%,0%,5178,0.0
5kJvL,jhu0****,108동 101호 정하운,2013-01-13,"12,745",299,45117,94,1,153,81%,1%,13044,1.0
4BQ4f,kosu****,kos,2013-05-13,639,0,5153,17,0,"1,076",87%,0%,639,0.0
5rUac,boad****,크리스탈히어로즈,2013-02-14,"6,172","3,271",69844,148,0,454,86%,0%,9443,1.0
1BLJ4,702c****,공룡,2018-05-07,"2,044",163,6458,32,0,67,70%,0%,2207,0.0
5NWgx,sky8****,sky,2013-08-28,"8,754","1,869",109063,141,0,718,86%,0%,10623,1.0
5vP8T,sa91****,djejjffbbksksdbbd,2013-06-11,991,989,5252,28,1,157,80%,4%,1980,0.0
1aTj7,cha0****,cha,2013-11-18,"2,212",12,7247,82,1,179,59%,1%,2224,0.0
3fUEn,jeky****,jekyllkr,2015-08-01,"1,526",231,7525,3,0,1,25%,0%,1757,0.0
6ngKa,as_1****,as_,2016-07-03,"1,729","1,497",7228,196,8,394,59%,4%,3226,0.0
1uKBj,inte****,아마 죤,2016-12-07,"3,791",282,17068,96,0,216,76%,0%,4073,0.0
2GBZo,hoon****,Keen33,2013-10-04,"3,602","2,072",37126,160,0,563,73%,0%,5674,0.0
1xTcv,jisa****,세레머니,2013-09-06,"4,434",373,10063,288,1,461,79%,0%,4807,0.0
T19X,simg****,류리,2006-06-04,"5,627",34,31803,79,0,375,79%,0%,5661,0.0
5ePTE,1054****,105,2013-03-08,"6,798",1,17137,146,0,278,64%,0%,6799,0.0
2lGRU,yk14****,늘푸름,2006-11-24,700,64,1662,43,1,89,88%,2%,764,0.0
aeQfo,gkdo****,이현우,2017-11-23,"10,323",573,40806,506,11,"1,665",79%,2%,10896,1.0
zRc5,ebes****,알풀,2006-08-04,306,22,726,0,0,0,0%,0%,328,0.0
94oYM,rose****,재테크의 달인,2017-05-09,"2,396",160,6087,168,0,248,72%,0%,2556,0.0
5LiEC,hyel****,냠냠굿,2013-12-16,937,93,9351,0,0,0,0%,0%,1030,0.0
1JZ93,lplo****,이박사랑,2006-10-21,"4,457",4,45920,21,0,137,87%,0%,4461,0.0
31S6m,wann****,rdsn21784cici,2007-01-09,"19,851",984,201603,169,1,"1,147",86%,1%,20835,1.0
nUjl,seam****,seaman,2011-08-29,"1,995",108,8624,0,0,0,0%,0%,2103,0.0
4IJP4,eost****,eos,2015-04-02,134,105,5674,7,0,122,85%,0%,239,0.0
cFTQi,ycjs****,ycj,2020-05-16,"1,374",13,7087,1,0,1,25%,0%,1387,0.0
2KmQ1,ck86****,ck8604,2008-06-06,870,114,1102,51,0,50,56%,0%,984,0.0
2SJIT,back****,레떼,2019-09-10,"4,218","8,882",14865,374,18,483,49%,5%,13100,1.0
4vkfW,rhth****,부산행,2011-07-19,"2,948",196,8009,4,0,4,100%,0%,3144,0.0
4nrZ4,jih6****,좋은사람,2018-09-24,"1,632","2,317",11389,158,3,493,53%,2%,3949,0.0
5UOQm,jkc0****,민소리,2013-11-13,697,744,3353,60,0,71,64%,0%,1441,0.0
EXJv,audi****,audilon,2014-09-12,"5,100","3,495",34351,31,0,60,70%,0%,8595,0.0
2ZQ7Q,ybtd****,삶,2006-12-14,218,4,650,4,0,2,100%,0%,222,0.0
2A4nD,ggan****,김도원,2017-01-10,"1,888","1,971",5027,109,3,42,22%,3%,3859,0.0
clASk,23af****,정중동,2019-12-22,"4,280",0,7235960,0,0,0,0%,0%,4280,0.0
3oc1C,hand****,심심이,2011-04-08,"4,672",218,120082,31,0,108,86%,0%,4890,0.0
2HWSa,wont****,꿀단지,2014-10-14,"12,352",31,64004,37,0,62,67%,0%,12383,1.0
9TYp8,kkhh****,kkh,2018-06-23,"9,820","6,085",3087403,773,21,"101,012",88%,3%,15905,1.0
6qpRs,komy****,HWANY,2016-05-03,"2,015",51,10472,251,9,"2,386",91%,4%,2066,0.0
11Xte,kkim****,kki,2014-11-24,"7,413",160,105075,66,0,399,67%,0%,7573,0.0
3FXne,nago****,nagoyankid,2013-05-04,"1,916",149,13342,47,0,93,43%,0%,2065,0.0
2Jc21,thir****,thi,2012-11-24,"6,915",869,40368,0,0,0,0%,0%,7784,0.0
2R1p6,sm64****,별명없다,2007-03-08,"7,203","2,951",46714,214,11,908,79%,5%,10154,1.0
2MDCz,caly****,배송송,2020-03-26,32,1,113,0,0,0,0%,0%,33,0.0
ZPfi,mdlc****,대포동 1호,2006-06-13,"7,851","4,104",116186,391,9,"1,169",55%,2%,11955,1.0
2XHKz,hipa****,블루오션9,2013-01-05,"3,723",752,172499,121,0,"9,578",93%,0%,4475,0.0
1yA2v,hiun****,파트라슈파트라슈,2017-11-15,"5,907","2,332",36273,314,1,"1,329",69%,0%,8239,0.0
proO,reda****,오늘도졸리는하루,2006-04-21,"4,283",504,43517,35,7,126,87%,20%,4787,0.0
44pH4,hees****,WINDDEMON,2013-03-16,"1,460",226,8311,146,2,352,52%,1%,1686,0.0
4LjRe,hwaf****,도전,2013-04-29,"2,854",170,8872,66,0,112,66%,0%,3024,0.0
2ayTa,this****,최선을 다하자,2006-05-21,"3,682",983,22591,3,0,2,40%,0%,4665,0.0
1S1Lv,kus0****,305,2008-10-12,"3,282",284,106999,3,0,3,50%,0%,3566,0.0
1cd6p,hjsu****,골드만싹쓸어,2007-08-30,"2,170",82,14783,19,0,49,77%,0%,2252,0.0
1qBld,jjjl****,제이리온,2007-07-20,"3,174",526,40144,16,0,869,80%,0%,3700,0.0
2LdEa,suis****,알파카월드,2008-06-03,"3,256",116,19343,3,0,9,100%,0%,3372,0.0
qlBp,wns1****,K니체,2011-09-01,"2,629",445,10240,131,18,181,80%,14%,3074,0.0
qYFw,hwno****,노현우,2019-02-19,800,57,10635,0,0,0,0%,0%,857,0.0
1pixy,xiph****,고소 전문가,2007-06-25,"7,198",539,105062,163,1,"3,005",93%,1%,7737,0.0
2TdE7,kimk****,앤준,2017-05-22,196,0,493,4,0,12,100%,0%,196,0.0
LyVi,carg****,car,2020-04-28,"8,343",415,31348,201,0,865,87%,0%,8758,0.0
pIht,guri****,원숭이,2018-08-17,67,0,204,0,0,0,0%,0%,67,0.0
6ydpw,khy4****,khy,2018-06-29,576,0,2295,25,0,40,77%,0%,576,0.0
zH5Z,hjh1****,홍양,2013-06-21,"10,795","4,692",86768,57,0,204,61%,0%,15487,1.0
2pB2u,skya****,김리,2013-01-22,"17,047","2,432",90706,248,1,829,85%,0%,19479,1.0
5zYQh,pane****,1987,2015-11-14,572,268,20706,6,0,26,90%,0%,840,0.0
1TWZd,hj63****,hj6303,2011-05-29,605,155,2769,22,0,84,91%,0%,760,0.0
1GbEu,kjgt****,나달,2006-06-14,"2,095",52,2317,26,0,24,96%,0%,2147,0.0
2cnJK,ming****,snowjy,2010-09-06,"2,557",548,30452,33,0,196,73%,0%,3105,0.0
2smFb,welo****,wel,2021-04-15,171,0,764,0,0,0,0%,0%,171,0.0
3hZju,ssau****,황금기획,2008-10-09,"4,643",723,18975,43,0,68,79%,0%,5366,0.0
4yKl8,slka****,slk,2015-03-26,"6,028",105,39004,138,0,"1,971",72%,0%,6133,0.0
7tBwB,gang****,gan,2017-10-09,"4,111","1,649",18107,0,0,0,0%,0%,5760,0.0
bBOeV,bppp****,털보,2019-04-09,"3,783",7,9362,4,0,30,83%,0%,3790,0.0
2n5kH,cdca****,나그네,2006-08-08,"1,450",19,2337,19,0,59,91%,0%,1469,0.0
37izw,eve2****,사랑이,2021-04-08,77,3,69,0,0,0,0%,0%,80,0.0
3ytCB,wjs8****,I am K,2017-11-15,"8,134",51,72505,191,20,"1,322",93%,10%,8185,0.0
4DYun,kang****,까칠이,2015-02-11,35,1,44,2,0,0,0%,0%,36,0.0
1e4N1,sivi****,척척밥사,2006-06-07,"3,014",289,27562,19,0,36,90%,0%,3303,0.0
5Gflg,cpar****,cpa,2014-05-17,"2,129","1,355",11239,22,0,85,91%,0%,3484,0.0
5Tlnk,74hh****,74h,2013-10-23,"2,697",39,2730,122,0,116,74%,0%,2736,0.0
bjQKq,bbmm****,bbm,2020-05-02,117,23,256,6,0,8,89%,0%,140,0.0
38nR8,jinh****,jinhee3098,2017-04-01,"1,152",46,6387,2,0,0,0%,0%,1198,0.0
299Mw,kong****,봄이온다,2006-11-09,"6,288",275,17489,0,0,0,0%,0%,6563,0.0
Eegc,sm38****,sm3,2018-08-11,"10,500",301,37874,93,0,248,84%,0%,10801,1.0
1Okwb,kwan****,퉁퉁이,2006-08-10,"4,346",375,19361,22,0,17,89%,0%,4721,0.0
23rLa,h947****,Know,2015-01-13,"4,303",34,15414,121,2,442,79%,2%,4337,0.0
6pQJ8,thsd****,elltt,2020-03-27,340,206,2814,5,0,1,100%,0%,546,0.0
5iXYd,jaho****,훈훈,2014-01-23,162,9,775,0,0,0,0%,0%,171,0.0
6xWZG,jms0****,jms,2020-02-27,"1,129",157,2399,42,0,68,78%,0%,1286,0.0
2UpAe,jun4****,posco,2013-06-28,"5,616","2,069",38723,34,1,97,49%,3%,7685,0.0
o95V,chae****,cogmlcjf,2007-05-30,"1,506",227,6830,97,0,202,88%,0%,1733,0.0
1hWdc,rome****,빛초롱,2020-07-02,"3,012",1,22699,49,2,203,84%,4%,3013,0.0
kfQs,kyu4****,광잘냄,2006-09-24,"1,370",207,15138,0,0,0,0%,0%,1577,0.0
62XJY,jpki****,롯데의 부적이,2015-08-25,"3,240",607,25852,31,0,444,79%,0%,3847,0.0
1AP9k,ksmo****,ksmoney,2006-06-14,"2,790",405,23695,16,0,195,88%,0%,3195,0.0
3KAMr,minn****,minny0408,2014-08-06,"7,047","1,645",74417,118,0,"1,074",91%,0%,8692,0.0
17hcL,joi3****,샘물,2006-05-29,"12,467",309,138089,127,2,329,72%,2%,12776,1.0
1CtJn,jk42****,김종기,2018-08-01,191,0,405,0,0,0,0%,0%,191,0.0
UzxC,sees****,산천초목,2012-10-01,"1,578",308,9564,3,0,0,0%,0%,1886,0.0
9qON2,shin****,신쿤,2017-04-10,"2,899",487,19918,8,0,14,70%,0%,3386,0.0
2fJ90,21c2****,사무사,2013-01-06,"6,620",131,92852,14,0,6,75%,0%,6751,0.0
2oPjv,pu_w****,pu_,2007-05-17,"4,549",95,32737,34,11,70,93%,32%,4644,0.0
3Tyuh,dksx****,dksxlqpscm,2015-03-17,"1,873",72,3774,25,0,38,95%,0%,1945,0.0
1U1Eq,gago****,gagopa1,2013-08-16,"2,123",5,11796,61,1,61,46%,2%,2128,0.0
4bo7n,clip****,cli,2012-04-03,"8,150",688,54007,60,4,64,93%,7%,8838,0.0
1gmBW,hans****,타이손,2013-09-14,426,58,1317,0,0,0,0%,0%,484,0.0
6pROP,bank****,별명,2014-08-06,"4,636",541,35393,35,1,30,86%,3%,5177,0.0
9ub9Z,amou****,젠이,2020-01-26,"2,593",214,13516,3,0,12,92%,0%,2807,0.0
qvyI,jsan****,불가근 불가원,2008-07-06,850,108,4451,3,0,1,50%,0%,958,0.0
5Dw1O,glor****,지혜,2014-02-22,"7,584",0,53163,55,0,139,66%,0%,7584,0.0
1F6Vv,seoh****,삼봉산,2007-01-03,831,64,2210,17,0,11,85%,0%,895,0.0
1xAGb,hy51****,hy5,2006-08-05,"1,439",148,2147,7,0,10,77%,0%,1587,0.0
SlJT,hlit****,지용,2007-03-24,"2,181",39,6603,15,0,29,91%,0%,2220,0.0
93Z7,reds****,redsky0328,2006-12-29,333,1,497,6,0,1,50%,0%,334,0.0
ZHse,vkfm****,oo,2013-09-26,"9,430",986,83711,444,3,"2,565",71%,1%,10416,1.0
4lxPC,scur****,scu,2016-05-07,"3,710",33,20870,119,0,640,85%,0%,3743,0.0
1hqN0,lgs9****,Caesar Lindstrom,2010-07-11,"6,328","1,204",20129,18,0,18,72%,0%,7532,0.0
3pN1o,tmfr****,tmf,2008-09-30,"1,919",128,5696,22,0,27,87%,0%,2047,0.0
3JaUL,idre****,edgar,2010-06-30,"3,207","2,775",45709,28,0,186,79%,0%,5982,0.0
kxdN,awt0****,해무,2017-09-15,291,7,813,1,0,1,100%,0%,298,0.0
2ZIpx,sjve****,밀감,2006-11-30,"12,937","5,110",71974,157,1,640,77%,1%,18047,1.0
uetJ,dryu****,피이스,2007-08-18,"7,856",442,36134,106,1,523,82%,1%,8298,0.0
2wqNL,74or****,aaa,2012-10-24,723,92,5251,37,0,119,93%,0%,815,0.0
2MBOb,0517****,Davidson,2007-04-26,"26,062","4,012",317166,125,30,417,51%,24%,30074,1.0
2zKW2,sbp0****,sbp0122,2013-11-01,417,59,2226,11,0,12,44%,0%,476,0.0
1dyQk,kora****,매니아,2014-02-23,436,385,1188,12,0,10,59%,0%,821,0.0
5KHcv,park****,빠른놈,2015-01-26,"2,036",2,5938,2,0,0,0%,0%,2038,0.0
28Ewp,qord****,안녕하십니까,2017-08-11,"1,939",611,30503,111,4,116,74%,4%,2550,0.0
UAbL,o258****,o2580,2012-07-11,22,18,39,2,0,0,0%,0%,40,0.0
3HoVJ,a700****,다큰 나이트,2015-05-08,"4,545",165,36034,55,0,94,84%,0%,4710,0.0
byBOL,t-ki****,t-k,2019-01-04,"6,162",161,22755,169,0,565,54%,0%,6323,0.0
b5uTk,51ma****,남촌거사,2018-12-01,526,9,2352,40,0,75,59%,0%,535,0.0
9bSV,ssyu****,투덜이,2015-09-07,144,2,403,4,0,5,100%,0%,146,0.0
1BHlW,mhsu****,Guru,2019-08-14,990,3,1062,20,0,7,70%,0%,993,0.0
4couN,smil****,스마일,2015-02-03,"1,563",297,5168,13,0,19,76%,0%,1860,0.0
8uhWf,yeso****,리템바,2019-05-09,"4,155",64,19688,209,0,674,64%,0%,4219,0.0
1fBPQ,lk78****,보람,2006-05-22,"5,266",403,27719,49,12,59,57%,24%,5669,0.0
cCOar,jong****,jon,2020-06-28,"1,097",38,9866,1,0,0,0%,0%,1135,0.0
xtcf,sjs6****,sunny,2016-02-16,"12,190","2,278",83962,55,0,56,92%,0%,14468,1.0
2Jzpf,zzbb****,양치기,2006-04-07,"2,950","2,090",12975,44,1,127,73%,2%,5040,0.0
3qhQj,dave****,dave20000,2013-07-09,"10,995","6,225",1822018,426,20,"36,034",83%,5%,17220,1.0
nqql,6526****,반가워,2013-08-03,"9,227","3,061",107303,19,0,131,66%,0%,12288,1.0
8KMR8,eodn****,cold,2018-09-14,"1,591",151,5824,59,0,186,74%,0%,1742,0.0
51bP,mana****,마리오넷,2006-06-22,"6,433","2,402",82465,196,1,524,76%,1%,8835,0.0
7oqkE,cnda****,cnd,2016-10-27,813,12,1963,4,0,8,100%,0%,825,0.0
2pRuK,kaym****,the Punisher,2006-06-10,"1,029",143,17156,224,124,"1,365",81%,55%,1172,0.0
azyLk,hi10****,hi1,2018-03-17,"8,011",832,25249,252,4,715,84%,2%,8843,0.0
N26h,wwkd****,사랑하며살아요,2006-09-09,103,21,4273,0,0,0,0%,0%,124,0.0
4ad7R,lelo****,까망블랑,2013-06-06,"2,880",180,18118,24,2,103,90%,8%,3060,0.0
1ew6d,toot****,투투,2006-04-19,"1,902",293,12889,15,0,49,91%,0%,2195,0.0
32wTB,amat****,amath007,2017-02-22,991,0,10956,20,0,211,89%,0%,991,0.0
5R9uM,ksc5****,ksc,2015-11-05,"6,221","1,180",32733,294,7,"1,294",91%,2%,7401,0.0
2wXSp,allt****,alltoone,2012-12-08,"4,608",853,18150,295,1,"1,024",79%,0%,5461,0.0
NSW5,hbbo****,두목님,2007-01-01,"8,411",455,34582,141,2,534,88%,1%,8866,0.0
2o9of,trem****,해피라잎,2006-06-13,"1,828","3,326",40651,620,0,"4,600",80%,0%,5154,0.0
2FCj,kimn****,도산,2007-07-21,"1,070",23,4343,139,0,318,85%,0%,1093,0.0
2TKZl,perf****,per,2012-08-28,"1,393",62,4283,91,16,215,88%,18%,1455,0.0
2hBc5,wish****,wis,2014-04-20,308,267,3262,23,0,40,57%,0%,575,0.0
a6sQz,achi****,ach,2017-11-18,"1,954",438,6443,2,0,0,0%,0%,2392,0.0
1c9q7,pjs1****,로드스핀,2006-04-08,"6,723",160,37464,25,1,100,79%,4%,6883,0.0
2jorT,star****,후니짱,2006-06-03,613,23,2374,92,0,204,90%,0%,636,0.0
1coHV,jdd1****,천사의눈,2006-06-25,"2,530",819,12359,283,3,903,81%,1%,3349,0.0
43Qlz,juny****,aa,2012-07-28,437,355,9368,1,0,3,100%,0%,792,0.0
1LJJ1,rmsd****,rms,2006-07-12,440,347,1924,14,0,35,69%,0%,787,0.0
2mM1H,bhs9****,하늘바람,2008-11-24,"7,675",457,38729,117,1,291,48%,1%,8132,0.0
2jCpm,xmsm****,xmsmrm,2006-07-26,45,0,386,1,0,0,0%,0%,45,0.0
303Ah,emil****,에밀리,2013-05-08,119,25,1112,2,0,18,62%,0%,144,0.0
1k8On,juj0****,가늘고 길게,2012-09-01,"3,045",411,14022,274,0,501,73%,0%,3456,0.0
bDt0q,chhp****,판다,2019-02-09,474,0,4273,36,4,22,58%,11%,474,0.0
1Sz0E,char****,예건파,2006-10-12,234,83,516,20,1,37,58%,5%,317,0.0
8Djje,good****,goo,2016-09-13,"17,177","7,512",93887,58,0,150,71%,0%,24689,1.0
3RDt6,hynh****,hyn,2016-04-15,"25,021","1,635",127477,280,0,"1,182",78%,0%,26656,1.0
KVWV,sung****,SG,2012-05-01,"6,139","1,921",137185,269,0,"1,801",88%,0%,8060,0.0
Q5Tp,jung****,junga0918,2020-04-02,297,3,683,9,0,28,68%,0%,300,0.0
1lKi0,kbel****,kbell1,2008-07-08,415,1,1416,38,1,150,73%,3%,416,0.0
1nUD9,i0y9****,i0y94,2019-02-19,727,673,3417,136,35,93,68%,26%,1400,0.0
2IVoi,011c****,안드로메다,2006-05-04,15,3,6,0,0,0,0%,0%,18,0.0
1k3Wy,gold****,sloth,2009-12-07,"6,610","2,023",55252,381,36,"3,814",88%,9%,8633,0.0
1tQpb,star****,슬픔따개,2006-10-17,"6,097","3,015",88661,154,4,471,87%,3%,9112,0.0
2AgLz,vv38****,그냥마FFtt1591,2014-05-13,"1,112",511,7353,86,2,304,77%,2%,1623,0.0
adrKP,ckcw****,ckc,2017-12-11,"1,894",105,9843,187,111,365,80%,59%,1999,0.0
3V9oe,yheb****,투리아,2017-03-18,"2,964",553,54846,11,0,401,90%,0%,3517,0.0
7L36d,kimc****,미끄덩,2020-01-26,386,0,1206,48,0,174,87%,0%,386,0.0
